region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,pop_type,strata_id,n_pop,N_hh,n_hex,selection_type,certainty_stratum,excluded_infeasible,clusters_target_stage1,achieved_clusters,m_used,ICC,DEFF,expected_households_stage1,target_sample,achieved_sample,confidence_level_pct,target_moe_pct,projected_moe_pct,realized_moe_pct,coverage_status,exclusion_reason
NW,NG034,Sokoto,NG034010,Kebbe,idp,idp_NG034010,1039,185,2,pps,FALSE,FALSE,11,2,6,0.06,1.3,66,66,66,90,10,NA,9.28,covered,none
NW,NG034,Sokoto,NG034011,Kware,idp,idp_NG034011,4252,635,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,9.16,covered,none
NW,NG034,Sokoto,NG034012,Rabah,idp,idp_NG034012,8277,1648,6,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.29,covered,none
NW,NG034,Sokoto,NG034013,Sabon Birni,idp,idp_NG034013,2184,436,2,pps,FALSE,FALSE,15,2,6,0.06,1.3,90,90,90,90,10,NA,8.82,covered,none
NW,NG034,Sokoto,NG034014,Shagari,idp,idp_NG034014,14742,2596,4,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.1,covered,none
NW,NG034,Sokoto,NG034015,Silame,idp,idp_NG034015,3386,686,6,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,8.88,covered,none
NW,NG034,Sokoto,NG034016,Sokoto North,idp,idp_NG034016,3369,807,3,pps,FALSE,FALSE,16,3,6,0.06,1.3,96,96,96,90,10,NA,8.99,covered,none
NW,NG034,Sokoto,NG034017,Sokoto South,idp,idp_NG034017,3674,644,3,pps,FALSE,FALSE,15,3,6,0.06,1.3,90,90,90,90,10,NA,9.17,covered,none
NW,NG034,Sokoto,NG034018,Tambuwal,idp,idp_NG034018,17143,2518,9,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.1,covered,none
NW,NG034,Sokoto,NG034019,Tangaza,idp,idp_NG034019,19151,3001,4,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.13,covered,none
NW,NG034,Sokoto,NG034020,Tureta,idp,idp_NG034020,7179,1055,4,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.13,covered,none
NW,NG034,Sokoto,NG034021,Wamako,idp,idp_NG034021,3743,625,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,9.15,covered,none
NW,NG034,Sokoto,NG034022,Wurno,idp,idp_NG034022,2128,332,3,pps,FALSE,FALSE,14,3,6,0.06,1.3,84,84,84,90,10,NA,8.86,covered,none
NE,NG036,Yobe,NG036001,Bade,idp,idp_NG036001,25096,3846,8,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none
NE,NG036,Yobe,NG036002,Bursari,idp,idp_NG036002,5129,823,7,pps,FALSE,FALSE,16,7,6,0.06,1.3,96,96,96,90,10,NA,9,covered,none
NE,NG036,Yobe,NG036003,Damaturu,idp,idp_NG036003,22585,3891,17,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none
NE,NG036,Yobe,NG036004,Fika,idp,idp_NG036004,2932,472,6,pps,FALSE,FALSE,15,6,6,0.06,1.3,90,90,90,90,10,NA,8.9,covered,none
NE,NG036,Yobe,NG036005,Fune,idp,idp_NG036005,4674,745,12,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,8.94,covered,none
NE,NG036,Yobe,NG036006,Geidam,idp,idp_NG036006,14432,2221,6,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.07,covered,none
NE,NG036,Yobe,NG036007,Gujba,idp,idp_NG036007,48826,7046,13,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.22,covered,none
NE,NG036,Yobe,NG036008,Gulani,idp,idp_NG036008,2297,356,8,pps,FALSE,FALSE,14,8,6,0.06,1.3,84,84,84,90,10,NA,8.96,covered,none
NE,NG036,Yobe,NG036009,Jakusko,idp,idp_NG036009,2820,461,14,pps,FALSE,FALSE,15,12,6,0.06,1.3,90,90,90,90,10,NA,8.88,covered,none
NE,NG036,Yobe,NG036010,Karasuwa,idp,idp_NG036010,4670,842,8,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,9.01,covered,none
NE,NG036,Yobe,NG036011,Machina,idp,idp_NG036011,403,123,1,pps,FALSE,FALSE,10,1,6,0.06,1.3,60,60,60,90,10,NA,8.7,covered,none
NE,NG036,Yobe,NG036012,Nangere,idp,idp_NG036012,3110,486,7,pps,FALSE,FALSE,15,6,6,0.06,1.3,90,90,90,90,10,NA,8.93,covered,none
NE,NG036,Yobe,NG036013,Nguru,idp,idp_NG036013,6392,938,7,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.07,covered,none
NE,NG036,Yobe,NG036014,Potiskum,idp,idp_NG036014,8340,1270,6,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,9.21,covered,none
NE,NG036,Yobe,NG036015,Tarmua,idp,idp_NG036015,3961,768,5,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,8.96,covered,none
NE,NG036,Yobe,NG036016,Yunusari,idp,idp_NG036016,1649,244,8,pps,FALSE,FALSE,13,7,6,0.06,1.3,78,78,78,90,10,NA,8.78,covered,none
NE,NG036,Yobe,NG036017,Yusufari,idp,idp_NG036017,1996,405,8,pps,FALSE,FALSE,15,7,6,0.06,1.3,90,90,90,90,10,NA,8.73,covered,none
NW,NG037,Zamfara,NG037001,Anka,idp,idp_NG037001,48546,5067,4,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.19,covered,none
NW,NG037,Zamfara,NG037002,Bakura,idp,idp_NG037002,9196,1793,6,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,9.31,covered,none
NW,NG037,Zamfara,NG037003,Birnin Magaji,idp,idp_NG037003,10936,2149,5,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.06,covered,none
NW,NG037,Zamfara,NG037004,Bukkuyum,idp,idp_NG037004,21013,2849,10,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.12,covered,none
NW,NG037,Zamfara,NG037005,Bungudu,idp,idp_NG037005,7629,1487,5,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,9.26,covered,none
NW,NG037,Zamfara,NG037006,Gummi,idp,idp_NG037006,16839,2810,5,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.12,covered,none
NW,NG037,Zamfara,NG037007,Gusau,idp,idp_NG037007,70399,13101,14,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none
NW,NG037,Zamfara,NG037008,Kaura Namoda,idp,idp_NG037008,16639,2968,8,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.13,covered,none
NW,NG037,Zamfara,NG037009,Maradun,idp,idp_NG037009,6025,1153,5,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,9.17,covered,none
NW,NG037,Zamfara,NG037010,Maru,idp,idp_NG037010,9619,1850,7,pps,FALSE,FALSE,16,7,6,0.06,1.3,96,96,96,90,10,NA,9.32,covered,none
NW,NG037,Zamfara,NG037011,Shinkafi,idp,idp_NG037011,14139,2720,6,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.11,covered,none
NW,NG037,Zamfara,NG037012,Talata Mafara,idp,idp_NG037012,11837,2294,6,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.08,covered,none
NW,NG037,Zamfara,NG037013,Tsafe,idp,idp_NG037013,5240,849,4,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.02,covered,none
NW,NG037,Zamfara,NG037014,Zurmi,idp,idp_NG037014,17630,3375,4,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.14,covered,none
